Nome,Empresa,Numero,Email
"Sócio-Diretor","Instituto de Cirurgia Anápolis","+556234458000","diretoria@institutodecirurgiaanapolis.com.br / financeiro@institutodecirurgiaanapolis.com.br"
"Sócio-Diretor","Instituto de Oftalmologia São José dos Campos","+551134528000","diretoria@institutodeoftalmologiasaojosedoscampos.com.br / financeiro@institutodeoftalmologiasaojosedoscampos.com.br"
"Sócio-Diretor","Instituto de Ortopedia Uberaba","+553134598000","diretoria@institutodeortopediauberaba.com.br / financeiro@institutodeortopediauberaba.com.br"
"Sócio-Diretor","Instituto de Cirurgia Ponta Grossa","+554134668000","diretoria@institutodecirurgiapontagrossa.com.br / financeiro@institutodecirurgiapontagrossa.com.br"
"Sócio-Diretor","Instituto de Oncologia Jaraguá do Sul","+554834738000","diretoria@institutodeoncologiajaraguadosul.com.br / financeiro@institutodeoncologiajaraguadosul.com.br"
"Sócio-Diretor","Instituto de Cirurgia Campo Grande","+556734808000","diretoria@institutodecirurgiacampogrande.com.br / financeiro@institutodecirurgiacampogrande.com.br"
"Sócio-Diretor","Instituto de Oftalmologia Jataí","+556234878000","diretoria@institutodeoftalmologiajatai.com.br / financeiro@institutodeoftalmologiajatai.com.br"
"Sócio-Diretor","Instituto de Ortopedia Ribeirão Preto","+551134948000","diretoria@institutodeortopediaribeiraopreto.com.br / financeiro@institutodeortopediaribeiraopreto.com.br"
"Sócio-Diretor","Instituto de Cirurgia Betim","+553135018000","diretoria@institutodecirurgiabetim.com.br / financeiro@institutodecirurgiabetim.com.br"
"Sócio-Diretor","Trans Armazenagem Campo Grande","+556738168000","diretoria@transarmazenagemcampogrande.com.br / financeiro@transarmazenagemcampogrande.com.br"
"Sócio-Diretor","Trans Cargas Rio Verde","+556238238000","diretoria@transcargasrioverde.com.br / financeiro@transcargasrioverde.com.br"
"Sócio-Diretor","Trans Transporte Ribeirão Preto","+551138308000","diretoria@transtransporteribeiraopreto.com.br / financeiro@transtransporteribeiraopreto.com.br"
"Sócio-Diretor","Trans Logística Betim","+553138378000","diretoria@translogisticabetim.com.br / financeiro@translogisticabetim.com.br"
"Sócio-Diretor","Trans Distribuição Cascavel","+554138448000","diretoria@transdistribuicaocascavel.com.br / financeiro@transdistribuicaocascavel.com.br"
"Sócio-Diretor","Trans Armazenagem Itajaí","+554838518000","diretoria@transarmazenagemitajai.com.br / financeiro@transarmazenagemitajai.com.br"
"Sócio-Diretor","Trans Cargas Três Lagoas","+556738588000","diretoria@transcargastrêslagoas.com.br / financeiro@transcargastrêslagoas.com.br"
"Sócio-Diretor","Trans Transporte Anápolis","+556238658000","diretoria@transtransporteanapolis.com.br / financeiro@transtransporteanapolis.com.br"
"Sócio-Diretor","Trans Logística São Paulo","+551138728000","diretoria@translogisticasaopaulo.com.br / financeiro@translogisticasaopaulo.com.br"
"Sócio-Diretor","Trans Distribuição Uberlândia","+553138798000","diretoria@transdistribuicaouberlândia.com.br / financeiro@transdistribuicaouberlândia.com.br"
"Sócio-Diretor","Trans Armazenagem Maringá","+554138868000","diretoria@transarmazenagemmaringa.com.br / financeiro@transarmazenagemmaringa.com.br"
"Sócio-Diretor","Comex Trading Curitiba","+554132708000","diretoria@comextradingcuritiba.com.br / financeiro@comextradingcuritiba.com.br"
"Sócio-Diretor","Comex Exportadora Joinville","+554832778000","diretoria@comexexportadorajoinville.com.br / financeiro@comexexportadorajoinville.com.br"
"Sócio-Diretor","Comex Importadora Campo Grande","+556732848000","diretoria@comeximportadoracampogrande.com.br / financeiro@comeximportadoracampogrande.com.br"
"Sócio-Diretor","Comex Exportadora Goiânia","+556232918000","diretoria@comexexportadoragoiânia.com.br / financeiro@comexexportadoragoiânia.com.br"
"Sócio-Diretor","Comex Comex Ribeirão Preto","+551132988000","diretoria@comexcomexribeiraopreto.com.br / financeiro@comexcomexribeiraopreto.com.br"
"Sócio-Diretor","Comex Trading Betim","+553133058000","diretoria@comextradingbetim.com.br / financeiro@comextradingbetim.com.br"
"Sócio-Diretor","Comex Exportadora Toledo","+554133128000","diretoria@comexexportadoratoledo.com.br / financeiro@comexexportadoratoledo.com.br"
"Sócio-Diretor","Comex Importadora Florianópolis","+554833198000","diretoria@comeximportadoraflorianopolis.com.br / financeiro@comeximportadoraflorianopolis.com.br"
"Sócio-Diretor","Comex Exportadora Três Lagoas","+556733268000","diretoria@comexexportadoratrêslagoas.com.br / financeiro@comexexportadoratrêslagoas.com.br"
"Sócio-Diretor","Comex Comex Rio Verde","+556233338000","diretoria@comexcomexrioverde.com.br / financeiro@comexcomexrioverde.com.br"
"Sócio-Diretor","Comex Trading São Paulo","+551133408000","diretoria@comextradingsaopaulo.com.br / financeiro@comextradingsaopaulo.com.br"
"Sócio-Diretor","Sociedade de Advogados Tributário Cascavel","+554137328000","diretoria@sociedadedeadvogadostributariocascavel.com.br / financeiro@sociedadedeadvogadostributariocascavel.com.br"
"Sócio-Diretor","Sociedade de Advogados Societário, Itajaí","+554837398000","diretoria@sociedadedeadvogadossocietario,itajai.com.br / financeiro@sociedadedeadvogadossocietario,itajai.com.br"
"Sócio-Diretor","Sociedade de Advogados do Três Lagoas","+556737468000","diretoria@sociedadedeadvogadosdotrêslagoas.com.br / financeiro@sociedadedeadvogadosdotrêslagoas.com.br"
"Sócio-Diretor","Sociedade de Advogados Judicial Rio Verde","+556237538000","diretoria@sociedadedeadvogadosjudicialrioverde.com.br / financeiro@sociedadedeadvogadosjudicialrioverde.com.br"
"Sócio-Diretor","Sociedade de Advogados Empresarial São José dos Campos","+551137608000","diretoria@sociedadedeadvogadosempresarialsaojosedoscampos.com.br / financeiro@sociedadedeadvogadosempresarialsaojosedoscampos.com.br"
"Sócio-Diretor","Sociedade de Advogados Tributário Uberaba","+553137678000","diretoria@sociedadedeadvogadostributariouberaba.com.br / financeiro@sociedadedeadvogadostributariouberaba.com.br"
"Sócio-Diretor","Sociedade de Advogados Societário, Maringá","+554137748000","diretoria@sociedadedeadvogadossocietario,maringa.com.br / financeiro@sociedadedeadvogadossocietario,maringa.com.br"
"Sócio-Diretor","Sociedade de Advogados do Chapecó","+554837818000","diretoria@sociedadedeadvogadosdochapeco.com.br / financeiro@sociedadedeadvogadosdochapeco.com.br"
"Sócio-Diretor","Sociedade de Advogados Judicial Campo Grande","+556737888000","diretoria@sociedadedeadvogadosjudicialcampogrande.com.br / financeiro@sociedadedeadvogadosjudicialcampogrande.com.br"
"Sócio-Diretor","Sociedade de Advogados Empresarial Anápolis","+556237958000","diretoria@sociedadedeadvogadosempresarialanapolis.com.br / financeiro@sociedadedeadvogadosempresarialanapolis.com.br"
"Sócio-Diretor","Sociedade de Advogados Tributário Ribeirão Preto","+551138028000","diretoria@sociedadedeadvogadostributarioribeiraopreto.com.br / financeiro@sociedadedeadvogadostributarioribeiraopreto.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria São Paulo","+551133968000","diretoria@organizacaocontabil&auditoriasaopaulo.com.br / financeiro@organizacaocontabil&auditoriasaopaulo.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Uberlândia","+553134038000","diretoria@organizacaocontabil&auditoriauberlândia.com.br / financeiro@organizacaocontabil&auditoriauberlândia.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Maringá","+554134108000","diretoria@organizacaocontabil&auditoriamaringa.com.br / financeiro@organizacaocontabil&auditoriamaringa.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Chapecó","+554834178000","diretoria@organizacaocontabil&auditoriachapeco.com.br / financeiro@organizacaocontabil&auditoriachapeco.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Campo Grande","+556734248000","diretoria@organizacaocontabil&auditoriacampogrande.com.br / financeiro@organizacaocontabil&auditoriacampogrande.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Goiânia","+556234318000","diretoria@organizacaocontabil&auditoriagoiânia.com.br / financeiro@organizacaocontabil&auditoriagoiânia.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Jundiaí","+551134388000","diretoria@organizacaocontabil&auditoriajundiai.com.br / financeiro@organizacaocontabil&auditoriajundiai.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Passos","+553134458000","diretoria@organizacaocontabil&auditoriapassos.com.br / financeiro@organizacaocontabil&auditoriapassos.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Londrina","+554134528000","diretoria@organizacaocontabil&auditorialondrina.com.br / financeiro@organizacaocontabil&auditorialondrina.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Blumenau","+554834598000","diretoria@organizacaocontabil&auditoriablumenau.com.br / financeiro@organizacaocontabil&auditoriablumenau.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Três Lagoas","+556734668000","diretoria@organizacaocontabil&auditoriatrêslagoas.com.br / financeiro@organizacaocontabil&auditoriatrêslagoas.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Rio Verde","+556234738000","diretoria@organizacaocontabil&auditoriarioverde.com.br / financeiro@organizacaocontabil&auditoriarioverde.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria São José dos Campos","+551134808000","diretoria@organizacaocontabil&auditoriasaojosedoscampos.com.br / financeiro@organizacaocontabil&auditoriasaojosedoscampos.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Uberaba","+553134878000","diretoria@organizacaocontabil&auditoriauberaba.com.br / financeiro@organizacaocontabil&auditoriauberaba.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Curitiba","+554134948000","diretoria@organizacaocontabil&auditoriacuritiba.com.br / financeiro@organizacaocontabil&auditoriacuritiba.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Joinville","+554835018000","diretoria@organizacaocontabil&auditoriajoinville.com.br / financeiro@organizacaocontabil&auditoriajoinville.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Campo Grande","+556735088000","diretoria@organizacaocontabil&auditoriacampogrande.com.br / financeiro@organizacaocontabil&auditoriacampogrande.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Anápolis","+556235158000","diretoria@organizacaocontabil&auditoriaanapolis.com.br / financeiro@organizacaocontabil&auditoriaanapolis.com.br"
"Sócio-Diretor","Organização Contábil & Auditoria Ribeirão Preto","+551135228000","diretoria@organizacaocontabil&auditoriaribeiraopreto.com.br / financeiro@organizacaocontabil&auditoriaribeiraopreto.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Betim","+553135298000","diretoria@industriametalurgica&caldeirariabetim.com.br / financeiro@industriametalurgica&caldeirariabetim.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Toledo","+554135368000","diretoria@industriametalurgica&caldeirariatoledo.com.br / financeiro@industriametalurgica&caldeirariatoledo.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Florianópolis","+554835438000","diretoria@industriametalurgica&caldeirariaflorianopolis.com.br / financeiro@industriametalurgica&caldeirariaflorianopolis.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Três Lagoas","+556735508000","diretoria@industriametalurgica&caldeirariatrêslagoas.com.br / financeiro@industriametalurgica&caldeirariatrêslagoas.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Jataí","+556235578000","diretoria@industriametalurgica&caldeirariajatai.com.br / financeiro@industriametalurgica&caldeirariajatai.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria São Paulo","+551135648000","diretoria@industriametalurgica&caldeirariasaopaulo.com.br / financeiro@industriametalurgica&caldeirariasaopaulo.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Uberlândia","+553135718000","diretoria@industriametalurgica&caldeirariauberlândia.com.br / financeiro@industriametalurgica&caldeirariauberlândia.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Ponta Grossa","+554135788000","diretoria@industriametalurgica&caldeirariapontagrossa.com.br / financeiro@industriametalurgica&caldeirariapontagrossa.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Jaraguá do Sul","+554835858000","diretoria@industriametalurgica&caldeirariajaraguadosul.com.br / financeiro@industriametalurgica&caldeirariajaraguadosul.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Campo Grande","+556735928000","diretoria@industriametalurgica&caldeirariacampogrande.com.br / financeiro@industriametalurgica&caldeirariacampogrande.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Itumbiara","+556235998000","diretoria@industriametalurgica&caldeirariaitumbiara.com.br / financeiro@industriametalurgica&caldeirariaitumbiara.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Jundiaí","+551136068000","diretoria@industriametalurgica&caldeirariajundiai.com.br / financeiro@industriametalurgica&caldeirariajundiai.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Passos","+553136138000","diretoria@industriametalurgica&caldeirariapassos.com.br / financeiro@industriametalurgica&caldeirariapassos.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria São José dos Pinhais","+554136208000","diretoria@industriametalurgica&caldeirariasaojosedospinhais.com.br / financeiro@industriametalurgica&caldeirariasaojosedospinhais.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Criciúma","+554836278000","diretoria@industriametalurgica&caldeirariacriciuma.com.br / financeiro@industriametalurgica&caldeirariacriciuma.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Três Lagoas","+556736348000","diretoria@industriametalurgica&caldeirariatrêslagoas.com.br / financeiro@industriametalurgica&caldeirariatrêslagoas.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Goiânia","+556236418000","diretoria@industriametalurgica&caldeirariagoiânia.com.br / financeiro@industriametalurgica&caldeirariagoiânia.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria São José dos Campos","+551136488000","diretoria@industriametalurgica&caldeirariasaojosedoscampos.com.br / financeiro@industriametalurgica&caldeirariasaojosedoscampos.com.br"
"Sócio-Diretor","Indústria Metalúrgica & Caldeiraria Uberaba","+553136558000","diretoria@industriametalurgica&caldeirariauberaba.com.br / financeiro@industriametalurgica&caldeirariauberaba.com.br"
"Sócio-Diretor","Agro Grãos & Silos Cascavel","+554136628000","diretoria@agrograos&siloscascavel.com.br / financeiro@agrograos&siloscascavel.com.br"
"Sócio-Diretor","Agro Grãos & Silos Itajaí","+554836698000","diretoria@agrograos&silositajai.com.br / financeiro@agrograos&silositajai.com.br"
"Sócio-Diretor","Agro Grãos & Silos Campo Grande","+556736768000","diretoria@agrograos&siloscampogrande.com.br / financeiro@agrograos&siloscampogrande.com.br"
"Sócio-Diretor","Agro Grãos & Silos Rio Verde","+556236838000","diretoria@agrograos&silosrioverde.com.br / financeiro@agrograos&silosrioverde.com.br"
"Sócio-Diretor","Agro Grãos & Silos Ribeirão Preto","+551136908000","diretoria@agrograos&silosribeiraopreto.com.br / financeiro@agrograos&silosribeiraopreto.com.br"
"Sócio-Diretor","Agro Grãos & Silos Betim","+553136978000","diretoria@agrograos&silosbetim.com.br / financeiro@agrograos&silosbetim.com.br"
"Sócio-Diretor","Agro Grãos & Silos Maringá","+554137048000","diretoria@agrograos&silosmaringa.com.br / financeiro@agrograos&silosmaringa.com.br"
"Sócio-Diretor","Agro Grãos & Silos Chapecó","+554837118000","diretoria@agrograos&siloschapeco.com.br / financeiro@agrograos&siloschapeco.com.br"
"Sócio-Diretor","Agro Grãos & Silos Três Lagoas","+556737188000","diretoria@agrograos&silostrêslagoas.com.br / financeiro@agrograos&silostrêslagoas.com.br"
"Sócio-Diretor","Agro Grãos & Silos Anápolis","+556237258000","diretoria@agrograos&silosanapolis.com.br / financeiro@agrograos&silosanapolis.com.br"
"Sócio-Diretor","Agro Grãos & Silos São Paulo","+551137328000","diretoria@agrograos&silossaopaulo.com.br / financeiro@agrograos&silossaopaulo.com.br"
"Sócio-Diretor","Agro Grãos & Silos Uberlândia","+553137398000","diretoria@agrograos&silosuberlândia.com.br / financeiro@agrograos&silosuberlândia.com.br"
"Sócio-Diretor","Agro Grãos & Silos Londrina","+554137468000","diretoria@agrograos&siloslondrina.com.br / financeiro@agrograos&siloslondrina.com.br"
"Sócio-Diretor","Agro Grãos & Silos Blumenau","+554837538000","diretoria@agrograos&silosblumenau.com.br / financeiro@agrograos&silosblumenau.com.br"
"Sócio-Diretor","Agro Grãos & Silos Campo Grande","+556737608000","diretoria@agrograos&siloscampogrande.com.br / financeiro@agrograos&siloscampogrande.com.br"
"Sócio-Diretor","Agro Grãos & Silos Jataí","+556237678000","diretoria@agrograos&silosjatai.com.br / financeiro@agrograos&silosjatai.com.br"
"Sócio-Diretor","Agro Grãos & Silos Jundiaí","+551137748000","diretoria@agrograos&silosjundiai.com.br / financeiro@agrograos&silosjundiai.com.br"
"Sócio-Diretor","Agro Grãos & Silos Passos","+553137818000","diretoria@agrograos&silospassos.com.br / financeiro@agrograos&silospassos.com.br"
"Sócio-Diretor","Agro Grãos & Silos Curitiba","+554137888000","diretoria@agrograos&siloscuritiba.com.br / financeiro@agrograos&siloscuritiba.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Joinville","+554837958000","diretoria@institutodecirurgiaespecializadajoinville.com.br / financeiro@institutodecirurgiaespecializadajoinville.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Três Lagoas","+556738028000","diretoria@institutodecirurgiaespecializadatrêslagoas.com.br / financeiro@institutodecirurgiaespecializadatrêslagoas.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Itumbiara","+556238098000","diretoria@institutodecirurgiaespecializadaitumbiara.com.br / financeiro@institutodecirurgiaespecializadaitumbiara.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada São José dos Campos","+551138168000","diretoria@institutodecirurgiaespecializadasaojosedoscampos.com.br / financeiro@institutodecirurgiaespecializadasaojosedoscampos.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Uberaba","+553138238000","diretoria@institutodecirurgiaespecializadauberaba.com.br / financeiro@institutodecirurgiaespecializadauberaba.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Toledo","+554138308000","diretoria@institutodecirurgiaespecializadatoledo.com.br / financeiro@institutodecirurgiaespecializadatoledo.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Florianópolis","+554838378000","diretoria@institutodecirurgiaespecializadaflorianopolis.com.br / financeiro@institutodecirurgiaespecializadaflorianopolis.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Campo Grande","+556738448000","diretoria@institutodecirurgiaespecializadacampogrande.com.br / financeiro@institutodecirurgiaespecializadacampogrande.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Goiânia","+556238518000","diretoria@institutodecirurgiaespecializadagoiânia.com.br / financeiro@institutodecirurgiaespecializadagoiânia.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Ribeirão Preto","+551138588000","diretoria@institutodecirurgiaespecializadaribeiraopreto.com.br / financeiro@institutodecirurgiaespecializadaribeiraopreto.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Betim","+553138658000","diretoria@institutodecirurgiaespecializadabetim.com.br / financeiro@institutodecirurgiaespecializadabetim.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Ponta Grossa","+554138728000","diretoria@institutodecirurgiaespecializadapontagrossa.com.br / financeiro@institutodecirurgiaespecializadapontagrossa.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Jaraguá do Sul","+554838798000","diretoria@institutodecirurgiaespecializadajaraguadosul.com.br / financeiro@institutodecirurgiaespecializadajaraguadosul.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Três Lagoas","+556738868000","diretoria@institutodecirurgiaespecializadatrêslagoas.com.br / financeiro@institutodecirurgiaespecializadatrêslagoas.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Rio Verde","+556238938000","diretoria@institutodecirurgiaespecializadarioverde.com.br / financeiro@institutodecirurgiaespecializadarioverde.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada São Paulo","+551132008000","diretoria@institutodecirurgiaespecializadasaopaulo.com.br / financeiro@institutodecirurgiaespecializadasaopaulo.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Uberlândia","+553132078000","diretoria@institutodecirurgiaespecializadauberlândia.com.br / financeiro@institutodecirurgiaespecializadauberlândia.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada São José dos Pinhais","+554132148000","diretoria@institutodecirurgiaespecializadasaojosedospinhais.com.br / financeiro@institutodecirurgiaespecializadasaojosedospinhais.com.br"
"Sócio-Diretor","Instituto de Cirurgia Especializada Criciúma","+554832218000","diretoria@institutodecirurgiaespecializadacriciuma.com.br / financeiro@institutodecirurgiaespecializadacriciuma.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Ponta Grossa","+554137608000","diretoria@translogistica&armazenagempontagrossa.com.br / financeiro@translogistica&armazenagempontagrossa.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Jaraguá do Sul","+554837678000","diretoria@translogistica&armazenagemjaraguadosul.com.br / financeiro@translogistica&armazenagemjaraguadosul.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Três Lagoas","+556737748000","diretoria@translogistica&armazenagemtrêslagoas.com.br / financeiro@translogistica&armazenagemtrêslagoas.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Goiânia","+556237818000","diretoria@translogistica&armazenagemgoiânia.com.br / financeiro@translogistica&armazenagemgoiânia.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem São José dos Campos","+551137888000","diretoria@translogistica&armazenagemsaojosedoscampos.com.br / financeiro@translogistica&armazenagemsaojosedoscampos.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Uberaba","+553137958000","diretoria@translogistica&armazenagemuberaba.com.br / financeiro@translogistica&armazenagemuberaba.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem São José dos Pinhais","+554138028000","diretoria@translogistica&armazenagemsaojosedospinhais.com.br / financeiro@translogistica&armazenagemsaojosedospinhais.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Criciúma","+554838098000","diretoria@translogistica&armazenagemcriciuma.com.br / financeiro@translogistica&armazenagemcriciuma.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Campo Grande","+556738168000","diretoria@translogistica&armazenagemcampogrande.com.br / financeiro@translogistica&armazenagemcampogrande.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Rio Verde","+556238238000","diretoria@translogistica&armazenagemrioverde.com.br / financeiro@translogistica&armazenagemrioverde.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Ribeirão Preto","+551138308000","diretoria@translogistica&armazenagemribeiraopreto.com.br / financeiro@translogistica&armazenagemribeiraopreto.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Betim","+553138378000","diretoria@translogistica&armazenagembetim.com.br / financeiro@translogistica&armazenagembetim.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Cascavel","+554138448000","diretoria@translogistica&armazenagemcascavel.com.br / financeiro@translogistica&armazenagemcascavel.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Itajaí","+554838518000","diretoria@translogistica&armazenagemitajai.com.br / financeiro@translogistica&armazenagemitajai.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Três Lagoas","+556738588000","diretoria@translogistica&armazenagemtrêslagoas.com.br / financeiro@translogistica&armazenagemtrêslagoas.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Anápolis","+556238658000","diretoria@translogistica&armazenagemanapolis.com.br / financeiro@translogistica&armazenagemanapolis.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem São Paulo","+551138728000","diretoria@translogistica&armazenagemsaopaulo.com.br / financeiro@translogistica&armazenagemsaopaulo.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Uberlândia","+553138798000","diretoria@translogistica&armazenagemuberlândia.com.br / financeiro@translogistica&armazenagemuberlândia.com.br"
"Sócio-Diretor","Trans Logística & Armazenagem Maringá","+554138868000","diretoria@translogistica&armazenagemmaringa.com.br / financeiro@translogistica&armazenagemmaringa.com.br"
"Sócio-Diretor","Comex Trading & Exportação Três Lagoas","+556733268000","diretoria@comextrading&exportacaotrêslagoas.com.br / financeiro@comextrading&exportacaotrêslagoas.com.br"
"Sócio-Diretor","Comex Trading & Exportação Rio Verde","+556233338000","diretoria@comextrading&exportacaorioverde.com.br / financeiro@comextrading&exportacaorioverde.com.br"
"Sócio-Diretor","Comex Trading & Exportação São Paulo","+551133408000","diretoria@comextrading&exportacaosaopaulo.com.br / financeiro@comextrading&exportacaosaopaulo.com.br"
"Sócio-Diretor","Comex Trading & Exportação Uberlândia","+553133478000","diretoria@comextrading&exportacaouberlândia.com.br / financeiro@comextrading&exportacaouberlândia.com.br"
"Sócio-Diretor","Comex Trading & Exportação Ponta Grossa","+554133548000","diretoria@comextrading&exportacaopontagrossa.com.br / financeiro@comextrading&exportacaopontagrossa.com.br"
"Sócio-Diretor","Comex Trading & Exportação Jaraguá do Sul","+554833618000","diretoria@comextrading&exportacaojaraguadosul.com.br / financeiro@comextrading&exportacaojaraguadosul.com.br"
"Sócio-Diretor","Comex Trading & Exportação Campo Grande","+556733688000","diretoria@comextrading&exportacaocampogrande.com.br / financeiro@comextrading&exportacaocampogrande.com.br"
"Sócio-Diretor","Comex Trading & Exportação Anápolis","+556233758000","diretoria@comextrading&exportacaoanapolis.com.br / financeiro@comextrading&exportacaoanapolis.com.br"
"Sócio-Diretor","Comex Trading & Exportação Jundiaí","+551133828000","diretoria@comextrading&exportacaojundiai.com.br / financeiro@comextrading&exportacaojundiai.com.br"
"Sócio-Diretor","Comex Trading & Exportação Passos","+553133898000","diretoria@comextrading&exportacaopassos.com.br / financeiro@comextrading&exportacaopassos.com.br"
"Sócio-Diretor","Comex Trading & Exportação São José dos Pinhais","+554133968000","diretoria@comextrading&exportacaosaojosedospinhais.com.br / financeiro@comextrading&exportacaosaojosedospinhais.com.br"
"Sócio-Diretor","Comex Trading & Exportação Criciúma","+554834038000","diretoria@comextrading&exportacaocriciuma.com.br / financeiro@comextrading&exportacaocriciuma.com.br"
"Sócio-Diretor","Comex Trading & Exportação Três Lagoas","+556734108000","diretoria@comextrading&exportacaotrêslagoas.com.br / financeiro@comextrading&exportacaotrêslagoas.com.br"
"Sócio-Diretor","Comex Trading & Exportação Jataí","+556234178000","diretoria@comextrading&exportacaojatai.com.br / financeiro@comextrading&exportacaojatai.com.br"
"Sócio-Diretor","Comex Trading & Exportação São José dos Campos","+551134248000","diretoria@comextrading&exportacaosaojosedoscampos.com.br / financeiro@comextrading&exportacaosaojosedoscampos.com.br"
"Sócio-Diretor","Comex Trading & Exportação Uberaba","+553134318000","diretoria@comextrading&exportacaouberaba.com.br / financeiro@comextrading&exportacaouberaba.com.br"
"Sócio-Diretor","Comex Trading & Exportação Cascavel","+554134388000","diretoria@comextrading&exportacaocascavel.com.br / financeiro@comextrading&exportacaocascavel.com.br"
"Sócio-Diretor","Comex Trading & Exportação Itajaí","+554834458000","diretoria@comextrading&exportacaoitajai.com.br / financeiro@comextrading&exportacaoitajai.com.br"
"Sócio-Diretor","Comex Trading & Exportação Campo Grande","+556734528000","diretoria@comextrading&exportacaocampogrande.com.br / financeiro@comextrading&exportacaocampogrande.com.br"
"Sócio-Diretor","Sociedade de Advogados Empresarial Campo Grande","+556734248000","diretoria@sociedadedeadvogadosempresarialcampogrande.com.br / financeiro@sociedadedeadvogadosempresarialcampogrande.com.br"
"Sócio-Diretor","Sociedade de Advogados Empresarial Goiânia","+556234318000","diretoria@sociedadedeadvogadosempresarialgoiânia.com.br / financeiro@sociedadedeadvogadosempresarialgoiânia.com.br"
